# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000184502.4	GAST	protein_coding	6	2	4	1.6438	0.5529	0.5382
ENSG00000184507.16	NUTM1	protein_coding	6	3	3	0.1822	0.0613	0.0596
ENSG00000184508.12	HDDC3	protein_coding	162	181	205	3.9467	1.3275	1.2921
ENSG00000184515.11	BEX5	protein_coding	60	33	27	7.7757	2.6154	2.5457
ENSG00000184517.12	ZFP1	protein_coding	378	190	188	12.8103	4.3089	4.1940
ENSG00000184523.4	PTGER4P2	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184524.6	CEND1	protein_coding	6	5	1	0.4695	0.1579	0.1537
ENSG00000184530.9	C6orf58	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184544.12	DHRS7C	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184545.11	DUSP8	protein_coding	899	477	423	23.0897	7.7665	7.5595
ENSG00000184557.4	SOCS3	protein_coding	1404	686	718	65.4198	22.0047	21.4182
ENSG00000184560.8	SPEM2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184564.11	SLITRK6	protein_coding	34	17	17	0.9808	0.3299	0.3211
ENSG00000184566.3	AC132216.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000184571.13	PIWIL3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184574.10	LPAR5	protein_coding	1000	519	481	45.9732	15.4636	15.0514
ENSG00000184575.12	XPOT	protein_coding	2402	1193	1209	41.8025	14.0608	13.6860
ENSG00000184584.13	STING1	protein_coding	1453	705	748	38.5786	12.9763	12.6305
ENSG00000184588.18	PDE4B	protein_coding	387	193	194	5.5208	1.8570	1.8075
ENSG00000184599.13	TAFA3	protein_coding	2	2	0	0.1987	0.0668	0.0651
